data_R,test_R,K,v,abundance,rep,seed,n_alt_tested,n_null_tested,n_alt_flagged,n_null_flagged,power,empirical_fdp,power_sve,power_svp,power_mixed,elapsed_sec
1.5,0.5,5,5,uniform,6,63372,2500,2500,2459,365,0.984,0.129,1.0,0.954,0.996,18.1
1.5,1.0,5,5,uniform,6,63382,2500,2500,2248,111,0.899,0.047,1.0,0.725,0.965,17.7
1.5,1.25,5,5,uniform,6,63392,2500,2500,2165,75,0.866,0.033,1.0,0.653,0.937,17.4
1.5,1.5,5,5,uniform,6,63402,2500,2500,2085,43,0.834,0.02,1.0,0.572,0.928,17.2
1.5,1.75,5,5,uniform,6,63412,2500,2500,1983,34,0.793,0.017,1.0,0.499,0.882,18.1
1.5,2.0,5,5,uniform,6,63422,2500,2500,1919,30,0.768,0.015,1.0,0.451,0.851,17.5
1.5,3.0,5,5,uniform,6,63432,2500,2500,1753,14,0.701,0.008,1.0,0.317,0.784,17.5
1.75,0.5,5,5,uniform,6,63472,2500,2500,2475,447,0.99,0.153,1.0,0.974,0.996,17.3
1.75,1.0,5,5,uniform,6,63482,2500,2500,2258,138,0.903,0.058,1.0,0.742,0.974,18.7
1.75,1.25,5,5,uniform,6,63492,2500,2500,2179,72,0.872,0.032,1.0,0.671,0.934,18.1
1.75,1.5,5,5,uniform,6,63502,2500,2500,2075,55,0.83,0.026,1.0,0.588,0.905,16.8
1.75,1.75,5,5,uniform,6,63512,2500,2500,1986,32,0.794,0.016,1.0,0.528,0.862,16.8
1.75,2.0,5,5,uniform,6,63522,2500,2500,1946,34,0.778,0.017,1.0,0.469,0.865,16.7
1.75,3.0,5,5,uniform,6,63532,2500,2500,1720,15,0.688,0.009,1.0,0.29,0.773,16.7
2.0,0.5,5,5,uniform,6,63572,2500,2500,2472,488,0.989,0.165,1.0,0.967,0.999,16.4
2.0,1.0,5,5,uniform,6,63582,2500,2500,2252,196,0.901,0.08,1.0,0.737,0.962,16.9
2.0,1.25,5,5,uniform,6,63592,2500,2500,2160,104,0.864,0.046,1.0,0.659,0.933,17.6
2.0,1.5,5,5,uniform,6,63602,2500,2500,2073,63,0.829,0.029,1.0,0.586,0.904,17.3
2.0,1.75,5,5,uniform,6,63612,2500,2500,1953,57,0.781,0.028,1.0,0.494,0.876,17.5
2.0,2.0,5,5,uniform,6,63622,2500,2500,1946,50,0.778,0.025,1.0,0.462,0.867,16.9
2.0,3.0,5,5,uniform,6,63632,2500,2500,1808,17,0.723,0.009,1.0,0.326,0.825,17.3
3.0,0.5,5,5,uniform,6,63672,2500,2500,2480,749,0.992,0.232,1.0,0.976,1.0,17.0
3.0,1.0,5,5,uniform,6,63682,2500,2500,2279,288,0.912,0.112,1.0,0.775,0.961,16.7
3.0,1.25,5,5,uniform,6,63692,2500,2500,2168,179,0.867,0.076,1.0,0.673,0.932,16.5
3.0,1.5,5,5,uniform,6,63702,2500,2500,2078,127,0.831,0.058,1.0,0.57,0.922,18.4
3.0,1.75,5,5,uniform,6,63712,2500,2500,1983,89,0.793,0.043,1.0,0.507,0.871,17.7
3.0,2.0,5,5,uniform,6,63722,2500,2500,1960,89,0.784,0.043,1.0,0.478,0.853,17.2
3.0,3.0,5,5,uniform,6,63732,2500,2500,1747,41,0.699,0.023,1.0,0.31,0.808,16.9
0.5,0.5,5,5,uniform,7,73079,2500,2500,2474,46,0.99,0.018,1.0,0.972,0.996,18.0
0.5,1.0,5,5,uniform,7,73089,2500,2500,2232,13,0.893,0.006,1.0,0.728,0.956,16.8
0.5,1.25,5,5,uniform,7,73099,2500,2500,2145,5,0.858,0.002,1.0,0.646,0.928,16.6
0.5,1.5,5,5,uniform,7,73109,2500,2500,2040,3,0.816,0.001,1.0,0.577,0.888,16.4
0.5,1.75,5,5,uniform,7,73119,2500,2500,1971,2,0.788,0.001,1.0,0.49,0.865,16.4
0.5,2.0,5,5,uniform,7,73129,2500,2500,1935,1,0.774,0.001,1.0,0.467,0.857,17.0
0.5,3.0,5,5,uniform,7,73139,2500,2500,1782,1,0.713,0.001,1.0,0.333,0.796,17.2
1.0,0.5,5,5,uniform,7,73179,2500,2500,2474,185,0.99,0.07,1.0,0.972,0.996,17.1
1.0,1.0,5,5,uniform,7,73189,2500,2500,2238,46,0.895,0.02,1.0,0.719,0.962,19.3
1.0,1.25,5,5,uniform,7,73199,2500,2500,2169,35,0.868,0.016,1.0,0.666,0.932,19.2
1.0,1.5,5,5,uniform,7,73209,2500,2500,2068,23,0.827,0.011,1.0,0.585,0.901,19.5
1.0,1.75,5,5,uniform,7,73219,2500,2500,1964,10,0.786,0.005,1.0,0.51,0.872,16.5
1.0,2.0,5,5,uniform,7,73229,2500,2500,1920,9,0.768,0.005,1.0,0.451,0.874,16.2
1.0,3.0,5,5,uniform,7,73239,2500,2500,1750,5,0.7,0.003,1.0,0.297,0.803,16.1
1.25,0.5,5,5,uniform,7,73279,2500,2500,2465,296,0.986,0.107,1.0,0.963,0.996,16.2
1.25,1.0,5,5,uniform,7,73289,2500,2500,2242,68,0.897,0.029,1.0,0.731,0.961,16.5
1.25,1.25,5,5,uniform,7,73299,2500,2500,2166,51,0.866,0.023,1.0,0.661,0.936,16.4
1.25,1.5,5,5,uniform,7,73309,2500,2500,2086,33,0.834,0.016,1.0,0.589,0.918,16.3
1.25,1.75,5,5,uniform,7,73319,2500,2500,2000,18,0.8,0.009,1.0,0.503,0.889,16.9
1.25,2.0,5,5,uniform,7,73329,2500,2500,1915,11,0.766,0.006,1.0,0.457,0.855,17.8
1.25,3.0,5,5,uniform,7,73339,2500,2500,1830,8,0.732,0.004,1.0,0.349,0.821,17.4
1.5,0.5,5,5,uniform,7,73379,2500,2500,2472,355,0.989,0.126,1.0,0.97,0.996,17.9
1.5,1.0,5,5,uniform,7,73389,2500,2500,2261,108,0.904,0.046,1.0,0.751,0.967,16.8
1.5,1.25,5,5,uniform,7,73399,2500,2500,2158,65,0.863,0.029,1.0,0.66,0.929,16.7
1.5,1.5,5,5,uniform,7,73409,2500,2500,2055,42,0.822,0.02,1.0,0.573,0.889,16.9
1.5,1.75,5,5,uniform,7,73419,2500,2500,2009,38,0.804,0.019,1.0,0.527,0.884,17.0
1.5,2.0,5,5,uniform,7,73429,2500,2500,1961,31,0.784,0.016,1.0,0.49,0.837,18.3
1.5,3.0,5,5,uniform,7,73439,2500,2500,1750,9,0.7,0.005,1.0,0.311,0.798,16.7
1.75,0.5,5,5,uniform,7,73479,2500,2500,2459,409,0.984,0.143,1.0,0.957,0.994,16.8
1.75,1.0,5,5,uniform,7,73489,2500,2500,2284,138,0.914,0.057,1.0,0.756,0.97,17.2
1.75,1.25,5,5,uniform,7,73499,2500,2500,2142,79,0.857,0.036,1.0,0.644,0.924,17.0
1.75,1.5,5,5,uniform,7,73509,2500,2500,2069,50,0.828,0.024,1.0,0.587,0.893,16.7
1.75,1.75,5,5,uniform,7,73519,2500,2500,1974,52,0.79,0.026,1.0,0.498,0.867,16.6
1.75,2.0,5,5,uniform,7,73529,2500,2500,2006,38,0.802,0.019,1.0,0.505,0.872,17.1
1.75,3.0,5,5,uniform,7,73539,2500,2500,1750,10,0.7,0.006,1.0,0.333,0.765,16.7
2.0,0.5,5,5,uniform,7,73579,2500,2500,2478,543,0.991,0.18,1.0,0.975,0.999,16.6
2.0,1.0,5,5,uniform,7,73589,2500,2500,2246,159,0.898,0.066,1.0,0.733,0.958,17.1
2.0,1.25,5,5,uniform,7,73599,2500,2500,2138,120,0.855,0.053,1.0,0.62,0.925,17.3
2.0,1.5,5,5,uniform,7,73609,2500,2500,2067,87,0.827,0.04,1.0,0.586,0.9,17.0
2.0,1.75,5,5,uniform,7,73619,2500,2500,1987,49,0.795,0.024,1.0,0.507,0.872,17.0
2.0,2.0,5,5,uniform,7,73629,2500,2500,1968,64,0.787,0.031,1.0,0.482,0.857,17.2
2.0,3.0,5,5,uniform,7,73639,2500,2500,1774,17,0.71,0.009,1.0,0.32,0.81,17.0
3.0,0.5,5,5,uniform,7,73679,2500,2500,2477,818,0.991,0.248,1.0,0.974,0.999,16.9
3.0,1.0,5,5,uniform,7,73689,2500,2500,2254,277,0.902,0.109,1.0,0.764,0.956,17.4
3.0,1.25,5,5,uniform,7,73699,2500,2500,2191,203,0.876,0.085,1.0,0.689,0.933,17.1
3.0,1.5,5,5,uniform,7,73709,2500,2500,2015,115,0.806,0.054,1.0,0.546,0.893,17.0
3.0,1.75,5,5,uniform,7,73719,2500,2500,1973,99,0.789,0.048,1.0,0.502,0.862,16.9
3.0,2.0,5,5,uniform,7,73729,2500,2500,1972,71,0.789,0.035,1.0,0.511,0.867,16.6
3.0,3.0,5,5,uniform,7,73739,2500,2500,1785,43,0.714,0.024,1.0,0.33,0.811,17.2
0.5,0.5,5,5,uniform,8,83086,2500,2500,2469,53,0.988,0.021,1.0,0.97,0.993,16.9
0.5,1.0,5,5,uniform,8,83096,2500,2500,2261,6,0.904,0.003,1.0,0.752,0.967,16.7
0.5,1.25,5,5,uniform,8,83106,2500,2500,2142,7,0.857,0.003,1.0,0.657,0.91,16.6
0.5,1.5,5,5,uniform,8,83116,2500,2500,2069,6,0.828,0.003,1.0,0.595,0.9,16.4
0.5,1.75,5,5,uniform,8,83126,2500,2500,1996,3,0.798,0.002,1.0,0.545,0.864,16.2
0.5,2.0,5,5,uniform,8,83136,2500,2500,1931,4,0.772,0.002,1.0,0.466,0.873,16.6
0.5,3.0,5,5,uniform,8,83146,2500,2500,1775,0,0.71,0.0,1.0,0.32,0.811,17.0
1.0,0.5,5,5,uniform,8,83186,2500,2500,2469,195,0.988,0.073,1.0,0.963,0.999,17.3
1.0,1.0,5,5,uniform,8,83196,2500,2500,2251,40,0.9,0.017,1.0,0.724,0.967,16.6
1.0,1.25,5,5,uniform,8,83206,2500,2500,2170,29,0.868,0.013,1.0,0.673,0.937,17.4
1.0,1.5,5,5,uniform,8,83216,2500,2500,2097,29,0.839,0.014,1.0,0.624,0.913,16.4
1.0,1.75,5,5,uniform,8,83226,2500,2500,2002,5,0.801,0.002,1.0,0.518,0.89,16.9
1.0,2.0,5,5,uniform,8,83236,2500,2500,1975,11,0.79,0.006,1.0,0.488,0.87,16.3
1.0,3.0,5,5,uniform,8,83246,2500,2500,1771,2,0.708,0.001,1.0,0.335,0.794,16.4
1.25,0.5,5,5,uniform,8,83286,2500,2500,2459,286,0.984,0.104,1.0,0.954,0.998,16.5
1.25,1.0,5,5,uniform,8,83296,2500,2500,2250,89,0.9,0.038,1.0,0.754,0.951,16.4
1.25,1.25,5,5,uniform,8,83306,2500,2500,2179,61,0.872,0.027,1.0,0.68,0.93,16.2
1.25,1.5,5,5,uniform,8,83316,2500,2500,2047,25,0.819,0.012,1.0,0.581,0.9,16.5
1.25,1.75,5,5,uniform,8,83326,2500,2500,1984,20,0.794,0.01,1.0,0.502,0.874,16.3
1.25,2.0,5,5,uniform,8,83336,2500,2500,1952,23,0.781,0.012,1.0,0.485,0.872,16.3
1.25,3.0,5,5,uniform,8,83346,2500,2500,1749,6,0.7,0.003,1.0,0.321,0.771,16.3
1.5,0.5,5,5,uniform,8,83386,2500,2500,2464,363,0.986,0.128,1.0,0.962,0.996,16.2
1.5,1.0,5,5,uniform,8,83396,2500,2500,2237,105,0.895,0.045,1.0,0.734,0.955,16.4
1.5,1.25,5,5,uniform,8,83406,2500,2500,2166,60,0.866,0.027,1.0,0.679,0.931,16.7
1.5,1.5,5,5,uniform,8,83416,2500,2500,2090,40,0.836,0.019,1.0,0.601,0.898,16.6
1.5,1.75,5,5,uniform,8,83426,2500,2500,1951,21,0.78,0.011,1.0,0.492,0.876,16.3
1.5,2.0,5,5,uniform,8,83436,2500,2500,1919,26,0.768,0.013,1.0,0.468,0.848,16.8
1.5,3.0,5,5,uniform,8,83446,2500,2500,1771,14,0.708,0.008,1.0,0.31,0.809,16.8
1.75,0.5,5,5,uniform,8,83486,2500,2500,2472,474,0.989,0.161,1.0,0.97,0.996,16.5
1.75,1.0,5,5,uniform,8,83496,2500,2500,2243,158,0.897,0.066,1.0,0.725,0.968,16.4
1.75,1.25,5,5,uniform,8,83506,2500,2500,2159,80,0.864,0.036,1.0,0.659,0.93,16.6
1.75,1.5,5,5,uniform,8,83516,2500,2500,2080,63,0.832,0.029,1.0,0.595,0.881,17.6
1.75,1.75,5,5,uniform,8,83526,2500,2500,1972,39,0.789,0.019,1.0,0.49,0.876,18.3
1.75,2.0,5,5,uniform,8,83536,2500,2500,1963,38,0.785,0.019,1.0,0.488,0.861,17.4
1.75,3.0,5,5,uniform,8,83546,2500,2500,1766,14,0.706,0.008,1.0,0.331,0.802,18.3
2.0,0.5,5,5,uniform,8,83586,2500,2500,2469,481,0.988,0.163,1.0,0.965,0.999,18.3
2.0,1.0,5,5,uniform,8,83596,2500,2500,2256,150,0.902,0.062,1.0,0.749,0.954,17.7
2.0,1.25,5,5,uniform,8,83606,2500,2500,2171,118,0.868,0.052,1.0,0.646,0.943,17.2
2.0,1.5,5,5,uniform,8,83616,2500,2500,2086,59,0.834,0.028,1.0,0.601,0.906,17.2
2.0,1.75,5,5,uniform,8,83626,2500,2500,1993,58,0.797,0.028,1.0,0.517,0.877,17.2
2.0,2.0,5,5,uniform,8,83636,2500,2500,1936,44,0.774,0.022,1.0,0.468,0.842,17.1
2.0,3.0,5,5,uniform,8,83646,2500,2500,1770,16,0.708,0.009,1.0,0.311,0.786,17.3
3.0,0.5,5,5,uniform,8,83686,2500,2500,2484,799,0.994,0.243,1.0,0.98,1.0,18.0
3.0,1.0,5,5,uniform,8,83696,2500,2500,2230,260,0.892,0.104,1.0,0.731,0.947,16.8
3.0,1.25,5,5,uniform,8,83706,2500,2500,2194,205,0.878,0.085,1.0,0.699,0.941,17.0
3.0,1.5,5,5,uniform,8,83716,2500,2500,2091,149,0.836,0.067,1.0,0.612,0.897,16.6
3.0,1.75,5,5,uniform,8,83726,2500,2500,1988,95,0.795,0.046,1.0,0.523,0.881,17.0
3.0,2.0,5,5,uniform,8,83736,2500,2500,1942,92,0.777,0.045,1.0,0.471,0.864,17.5
3.0,3.0,5,5,uniform,8,83746,2500,2500,1835,36,0.734,0.019,1.0,0.327,0.84,17.2
0.5,0.5,5,5,uniform,9,93093,2500,2500,2466,61,0.986,0.024,1.0,0.968,0.992,17.5
0.5,1.0,5,5,uniform,9,93103,2500,2500,2264,8,0.906,0.004,1.0,0.757,0.952,16.3
0.5,1.25,5,5,uniform,9,93113,2500,2500,2147,4,0.859,0.002,1.0,0.643,0.931,16.7
0.5,1.5,5,5,uniform,9,93123,2500,2500,2088,2,0.835,0.001,1.0,0.59,0.914,17.5
0.5,1.75,5,5,uniform,9,93133,2500,2500,1950,2,0.78,0.001,1.0,0.481,0.865,16.8
0.5,2.0,5,5,uniform,9,93143,2500,2500,1923,3,0.769,0.002,1.0,0.452,0.852,17.1
0.5,3.0,5,5,uniform,9,93153,2500,2500,1761,2,0.704,0.001,1.0,0.316,0.799,17.5
1.0,0.5,5,5,uniform,9,93193,2500,2500,2463,186,0.985,0.07,1.0,0.964,0.991,16.8
1.0,1.0,5,5,uniform,9,93203,2500,2500,2250,61,0.9,0.026,1.0,0.739,0.961,16.7
1.0,1.25,5,5,uniform,9,93213,2500,2500,2166,28,0.866,0.013,1.0,0.68,0.926,16.4
1.0,1.5,5,5,uniform,9,93223,2500,2500,2104,24,0.842,0.011,1.0,0.6,0.915,17.1
1.0,1.75,5,5,uniform,9,93233,2500,2500,1960,16,0.784,0.008,1.0,0.502,0.867,16.8
1.0,2.0,5,5,uniform,9,93243,2500,2500,1953,13,0.781,0.007,1.0,0.482,0.86,17.1
1.0,3.0,5,5,uniform,9,93253,2500,2500,1755,5,0.702,0.003,1.0,0.295,0.81,16.7
1.25,0.5,5,5,uniform,9,93293,2500,2500,2472,312,0.989,0.112,1.0,0.972,0.994,16.8
1.25,1.0,5,5,uniform,9,93303,2500,2500,2252,90,0.901,0.038,1.0,0.743,0.961,17.3
1.25,1.25,5,5,uniform,9,93313,2500,2500,2175,47,0.87,0.021,1.0,0.675,0.937,17.4
1.25,1.5,5,5,uniform,9,93323,2500,2500,2102,37,0.841,0.017,1.0,0.587,0.915,17.8
1.25,1.75,5,5,uniform,9,93333,2500,2500,1997,24,0.799,0.012,1.0,0.506,0.896,18.6
1.25,2.0,5,5,uniform,9,93343,2500,2500,1972,14,0.789,0.007,1.0,0.511,0.861,17.0
1.25,3.0,5,5,uniform,9,93353,2500,2500,1778,9,0.711,0.005,1.0,0.351,0.796,18.4
1.5,0.5,5,5,uniform,9,93393,2500,2500,2469,344,0.988,0.122,1.0,0.966,0.997,17.3
1.5,1.0,5,5,uniform,9,93403,2500,2500,2269,100,0.908,0.042,1.0,0.749,0.969,18.1
1.5,1.25,5,5,uniform,9,93413,2500,2500,2178,79,0.871,0.035,1.0,0.672,0.935,17.4
1.5,1.5,5,5,uniform,9,93423,2500,2500,2093,35,0.837,0.016,1.0,0.604,0.906,18.4
1.5,1.75,5,5,uniform,9,93433,2500,2500,1941,23,0.776,0.012,1.0,0.484,0.861,17.0
1.5,2.0,5,5,uniform,9,93443,2500,2500,1955,19,0.782,0.01,1.0,0.494,0.86,17.2
1.5,3.0,5,5,uniform,9,93453,2500,2500,1775,8,0.71,0.004,1.0,0.31,0.807,17.1
1.75,0.5,5,5,uniform,9,93493,2500,2500,2471,435,0.988,0.15,1.0,0.968,0.996,17.0
1.75,1.0,5,5,uniform,9,93503,2500,2500,2226,123,0.89,0.052,1.0,0.702,0.96,16.9
1.75,1.25,5,5,uniform,9,93513,2500,2500,2158,93,0.863,0.041,1.0,0.663,0.914,16.9
1.75,1.5,5,5,uniform,9,93523,2500,2500,2088,66,0.835,0.031,1.0,0.605,0.902,17.3
1.75,1.75,5,5,uniform,9,93533,2500,2500,1981,43,0.792,0.021,1.0,0.494,0.899,17.0
1.75,2.0,5,5,uniform,9,93543,2500,2500,1932,34,0.773,0.017,1.0,0.458,0.842,18.2
1.75,3.0,5,5,uniform,9,93553,2500,2500,1732,11,0.693,0.006,1.0,0.306,0.786,19.0
2.0,0.5,5,5,uniform,9,93593,2500,2500,2486,511,0.994,0.171,1.0,0.983,1.0,18.1
2.0,1.0,5,5,uniform,9,93603,2500,2500,2246,169,0.898,0.07,1.0,0.753,0.946,16.9
2.0,1.25,5,5,uniform,9,93613,2500,2500,2172,109,0.869,0.048,1.0,0.678,0.933,16.8
2.0,1.5,5,5,uniform,9,93623,2500,2500,2045,74,0.818,0.035,1.0,0.561,0.897,16.9
2.0,1.75,5,5,uniform,9,93633,2500,2500,2027,50,0.811,0.024,1.0,0.527,0.885,18.4
2.0,2.0,5,5,uniform,9,93643,2500,2500,1952,56,0.781,0.028,1.0,0.493,0.848,19.3
2.0,3.0,5,5,uniform,9,93653,2500,2500,1777,14,0.711,0.008,1.0,0.327,0.796,18.4
3.0,0.5,5,5,uniform,9,93693,2500,2500,2483,841,0.993,0.253,1.0,0.981,0.999,17.9
3.0,1.0,5,5,uniform,9,93703,2500,2500,2278,288,0.911,0.112,1.0,0.761,0.955,18.7
3.0,1.25,5,5,uniform,9,93713,2500,2500,2186,192,0.874,0.081,1.0,0.687,0.936,16.9
3.0,1.5,5,5,uniform,9,93723,2500,2500,2079,117,0.832,0.053,1.0,0.59,0.908,16.9
3.0,1.75,5,5,uniform,9,93733,2500,2500,2000,103,0.8,0.049,1.0,0.547,0.863,17.7
3.0,2.0,5,5,uniform,9,93743,2500,2500,1951,85,0.78,0.042,1.0,0.481,0.877,17.0
3.0,3.0,5,5,uniform,9,93753,2500,2500,1762,43,0.705,0.024,1.0,0.315,0.788,16.5
